DOI,Volume,Issue,Pages,文献预览,年份,期刊,作者,摘要,标题,标题翻译,摘要翻译,摘要总结
https://doi.org/10.1016/j.engappai.2023.107015,126,,107015,https://doi.org/10.1016/j.engappai.2023.107015,2023,ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE,"Panimalar, S. Arockia; Krishnakumar, A.","With progressing competitive market, different organizations were desperate to hold this churn rate as minimum value, hence to achieve this, building an effective (CCP) customer churn prediction model is essential. In order to address those issues in CCP, the study deliberated the churn prediction model using DFE-WUNB (Deep Feature Extraction with Weight Updated Tuned Naive Bayes classifier) in a cloud-computing environment. Due to the huge non-linear features of the Telco customer churn dataset, the pre-processed features are deeply learned by the subsequent two models of ANN. In ANN, the input feature gets multiplied by the weight value, and the resultant output feature passes to the next dense layer in ANN. The deep feature extraction in ANN models facilitates precise accuracy in determining relevant churn features. However, the higher matrix dimensions of features exhibit complexity in prediction, hence this Block Jacobi SVD algorithm is applied to decrease the dimensions of features, such as to create a sparse dataset projected to get fit to the training model for efficient classification. The dimension-reduced features pass through enhanced weighing Naive Bayes algorithm gets updated with ANN weights and tunes the parameters having greater and best weights to NB classifier, improvising the classification accuracy performance. The comparative assessment of the proposed DFE-WUNB churn prediction model delineated the efficiency of highly accurate churn prediction, outperforming other conventional churn prediction models.",Customer churn prediction model in cloud environment using DFE-WUNB: ANN deep feature extraction with Weight Updated Tuned Naive Bayes classification with Block-Jacobi SVD dimensionality reduction,基于DFE-WUNB的云环境客户流失预测模型：使用带权更新调优的朴素贝叶斯分类与Block-Jacobi SVD降维的ANN深度特征提取,随着竞争市场的不断发展，各组织迫切希望将客户流失率保持在最低水平，因此，建立有效的客户流失预测模型（CCP）至关重要。为了应对客户流失预测中的这些问题，本研究在云计算环境中使用了DFE-WUNB（深度特征提取与权重更新调优朴素贝叶斯分类器）来探讨流失预测模型。由于电信客户流失数据集中存在大量非线性特征，预处理后的特征通过随后的两个人工神经网络（ANN）模型进行深度学习。在ANN中，输入特征与权重值相乘，得到的输出特征传递到ANN的下一个密集层。ANN模型中的深度特征提取有助于在确定相关流失特征时实现精确的准确性。然而，特征的高维矩阵在预测中表现出复杂性，因此采用了块雅可比SVD算法以降低特征维度，从而创建期望适合训练模型的稀疏数据集，以实现高效分类。维度降低后的特征经过增强加权的朴素贝叶斯算法，结合ANN权重进行更新，并调优参数至最佳权重，从而提升分类准确性能。所提议的DFE-WUNB流失预测模型的比较评估显示出其在高精度流失预测方面的效率，优于其他传统的流失预测模型。,Panimalar和Krishnakumar（2023）在云计算环境中提出了一种基于深度特征提取与权重更新调优朴素贝叶斯分类器（DFE-WUNB）的客户流失预测模型，利用电信客户流失数据集，通过降维算法提高分类精度，结果显示该模型优于传统预测模型。
https://doi.org/10.1080/19420676.2021.2020152,15,3,866-893,https://doi.org/10.1080/19420676.2021.2020152,2024,JOURNAL OF SOCIAL ENTREPRENEURSHIP,"Ghalwash, Seham; Ismail, Ayman","The process of resource mobilisation is fundamental in the creation of social value. However, the evidence that examines the approaches used by social entrepreneurs to mobilise critical resources in an environment with poor resources is limited. This study empirically explores social bricolage in the new research context of developing countries, building on the notion of 'social bricolage'). This abductive, multiple-case study adopts the qualitative methodological approach, using empirical data on five social enterprises in Egypt through in-depth interviews with industry experts, social entrepreneurs, and other management teams. Our study advances scholarly understanding of social bricolage by examining resource mobilisation processes over time in the resource-scarce context of developing countries. Our analysis traces the six social bricolage constructs: making do, refusal to be constrained by limitations, improvisation, the creation of social value, stakeholder participation, and persuasion and community involvement. Our empirical data identifies three more constructs associated with social bricolage: distributed leadership/teamwork, dynamic capabilities, and legitimacy (trust and reputation).",Resource Orchestration Process in the Limited-Resource Environment: The social Bricolage Perspective,有限资源环境中的资源编排过程：社会临时拼凑视角,资源动员的过程在创造社会价值中至关重要。然而，关于社会企业家如何在资源匮乏的环境中动员关键资源的途径的证据有限。本研究在发展中国家的新研究背景下，从“社会 bricolage” 的概念出发，实证探讨了社会 bricolage。这项采用归纳法的多案例研究采用了定性方法，利用来自埃及五家社会企业的实证数据，通过对行业专家、社会企业家及其他管理团队的深入访谈进行分析。我们的研究通过考察发展中国家资源匮乏背景下资源动员过程的时间变化，推动了对社会 bricolage 的学术理解。我们的分析追溯了六个社会 bricolage 构件：应变能力、不受限制的拒绝、即兴发挥、社会价值的创造、利益相关者参与和劝说及社区参与。我们的实证数据还识别了与社会 bricolage 相关的三个构件：分布式领导/团队合作、动态能力和合法性（信任与声誉）。,Ghalwash和Ismail（2024）通过对埃及五家社会企业的深入访谈，采用多案例研究的质性方法，探索发展中国家中社会创业者如何在资源匮乏环境下进行资源动员，提出了六个社会创意构造，并识别出三个额外构造，推动了对社会创意的学术理解。
https://doi.org/10.1109/WSC63780.2024.10838902,,,2381-2392,https://doi.org/10.1109/WSC63780.2024.10838902,2024,"2024 WINTER SIMULATION CONFERENCE, WSC","Shehab, Lynn; Hamzeh, Farook","In the dynamic construction industry, project performance crucially depends on the cognitive diversity of team members. The varied cognitive abilities across teams significantly influence their adaptability and efficiency, driving the success of construction projects in unpredictable and dynamics environments. This paper employs an Agent-Based Modelling approach to explore how variations in cognitive abilities, improvisation, collaboration, and physiology-related, affect project outcomes. By simulating real-world construction scenarios, the model examines the effects of cognitive trait diversity on decision-making and team dynamics. This study aims to uncover the complex relationship between cognitive diversity and project performance, highlighting its impact on the efficacy of solutions and collaborative efforts. The findings provide valuable insights into optimizing team composition and enhancing decision-making processes in construction projects. Ultimately, this research advances our understanding of how cognitive factors influence project success, offering strategies to foster more resilient and effective construction teams.",HOW DO DIFFERENT MINDS SHAPE PERFORMANCE IN CONSTRUCTION? AN AGENT-BASED MODELLING APPROACH,不同思维如何影响建筑领域的表现？基于代理的建模方法,在动态的建筑行业中，项目绩效在很大程度上依赖于团队成员的认知多样性。团队之间的认知能力差异显著影响其适应能力和效率，推动建筑项目在不可预测和动态环境中的成功。本文采用基于代理的建模方法探讨认知能力、即兴发挥、协作及生理相关因素的变化如何影响项目结果。通过模拟现实建筑场景，该模型考察了认知特征多样性对决策和团队动态的影响。该研究旨在揭示认知多样性与项目绩效之间的复杂关系，强调其对解决方案和协作努力有效性的影响。研究结果为优化团队构成和提升建筑项目中的决策过程提供了宝贵的见解。最终，本研究推进了我们对认知因素如何影响项目成功的理解，并提供了促进更具韧性和高效的建筑团队的策略。,Shehab和Hamzeh（2024）采用基于代理的建模方法，通过模拟建筑项目场景，研究团队成员的认知多样性如何影响项目绩效，发现认知特征多样性显著提升决策效果和团队动态，为提高建筑项目的成功率提供了策略建议。
https://doi.org/10.1016/j.apergo.2024.104267,118,,104267,https://doi.org/10.1016/j.apergo.2024.104267,2024,APPLIED ERGONOMICS,"de Souza, Ivenio Teixeira; Patriarca, Riccardo; Haddad, Assed","Building maintenance encompasses multiple tightly inter-connected agents (e.g., technicians, occupants, supervisors, and equipment). Variable working conditions and limited resources may affect the safety and sustainability of the activities. Although recent studies have explored how complex systems can perform resilient behavior in facing the complexity of everyday activities, the factors that effectively contribute to resilient performance are still paired with limited empirical evidence. We studied the performance of the maintenance team during sudden breakdowns of air-conditioning devices in a large university campus, using the Functional Resonance Analysis Method (FRAM). A FRAM diagram containing 30 functions was organized including six macro-cognitive functions (expertise, sensemaking, communication, coordination, collaboration, and adaptation/improvisation), examining their role in anticipating, and responding to emergencies, and eight functional units that are directly impacted by disturbances were analyzed in more detail. Results indicate that macrocognitive functions can greatly impact the functionality of the maintenance team in pursuit of their goals. Moreover, we noted those macro-cognitive functions here analyzed depend on each other to produce resilient performance.",Resilient performance in building maintenance: A macro-cognition perspective during sudden breakdowns,建筑维护中的韧性表现：突发故障期间的宏观认知视角,建筑维护涉及多个紧密相连的参与者（例如，技术人员、居住者、监督人员和设备）。变化的工作条件和有限的资源可能影响活动的安全性和可持续性。尽管近期研究探讨了复杂系统在面对日常活动的复杂性时如何表现出韧性，但有效促成韧性表现的因素仍然缺乏实证证据。我们使用功能共鸣分析方法（FRAM）研究了一个大型大学校园内空调设备突然故障时维护团队的表现。我们组织了一个包含30个功能的FRAM图，包括六个宏观认知功能（专业知识、意义构建、沟通、协调、合作和适应/即兴发挥），考察它们在预判和应对突发事件中的作用，并对受到干扰直接影响的八个功能单元进行了更详细的分析。结果表明，宏观认知功能可以极大地影响维护团队实现目标的功能。此外，我们注意到，在此分析的宏观认知功能彼此依赖，以产生韧性表现。,de Souza等（2024）通过功能共鸣分析法研究了大学校园空调设备突发故障时维护团队的表现，分析了30个功能，包括六个宏认知功能。研究发现，宏认知功能相互依赖，显著影响维护团队在应急中的响应能力和韧性表现。
https://doi.org/10.1111/1468-5973.70010,32,4,e70010,https://doi.org/10.1111/1468-5973.70010,2024,JOURNAL OF CONTINGENCIES AND CRISIS MANAGEMENT,"Milagres, Rosileia; Bernardes, Maria Elisa Brandao; de Carvalho, Rodrigo Baroni","The objective of the paper is to analyse the actors' perception regarding how organizational actors lead the reaction of their companies to crises, changing or not their routines accordingly. The paper contributes to enlarging the understanding of crisis management by an original perspective of phenomenon evaluation based on the junction of two literature fields: sensemaking and routines, considering the organizational context that impacts crisis management. A survey of 128 company executives from different industries in Brazil was developed to identify how their companies dealt with the COVID-19 crisis, considering sensemaking, routines and the organizational context. The results unveiled a significant and positive influence of sensemaking and organizational context on the crisis reaction, but not on the deliberated mobilization of the routines, emphasizing improvisation and trial-and-error. The results reinforce fast sensemaking attitudes yielding direct implementation to test the new routines, correcting course of action promptly.",Sense and Action: Organizational Reactions in Extreme Crisis: A Survey With Brazilian Executives,感知与行动：极端危机中的组织反应：对巴西高管的调查,本文的目的是分析组织参与者对企业如何应对危机的看法，以及他们是否相应地改变了各自的日常工作。本文通过基于两个文献领域的交点——意义构建与日常工作的现象评估，扩展了对危机管理的理解，同时考虑了影响危机管理的组织环境。我们对巴西不同行业的128位公司高管进行了调查，以识别他们的公司如何应对COVID-19危机，关注意义构建、日常工作和组织环境。结果显示，意义构建和组织环境对危机反应具有显著的积极影响，但对日常工作的有意识动员影响不大，强调了即兴发挥和试错的重要性。结果强化了快速意义构建态度的价值，促使迅速实施以测试新日常工作的措施，并及时纠正行动方向。,Milagres等（2024）通过对128名巴西公司高管的问卷调查，分析危机管理中的感知与组织例行程序的关系，发现感知和组织环境对危机反应有显著正向影响，强调了快速感知及试错的重要性，为组织改进提供了见解。
https://doi.org/10.1080/01446193.2023.2260909,42,4,307-327,https://doi.org/10.1080/01446193.2023.2260909,2024,CONSTRUCTION MANAGEMENT AND ECONOMICS,"Morland, Kate; Breslin, Dermot","The build quality of new UK homes is negatively affected by poor quality management practices during the construction process. By implementing stringent quality management (QM) standards, housebuilders can improve build quality but implementing these organization-wide changes relies on housebuilder staff, designers and sub-contractors learning new working practices. This paper explores the tensions which emerge within housebuilders, as they implement new QM procedures. A longitudinal qualitative case study was conducted, where time was spent with housebuilder staff in three regional offices, two years apart. Methods include participant observation, semi-structured interviews and a review of organizational documentation. The findings highlight several learning paradoxes which arise at different stages of the housebuilding process and show how actors manage (or cope with) these paradoxes through their daily practices. This includes processes of simplifying and applying, improvising and problem-solving and aggregating and analyzing. Whilst these either-or approaches enable staff to resolve the immediate tensions that arise from different organizational processes, they often fail to meet longer-term learning objectives, detrimentally affecting build quality over time. Without structural changes to the way volume housebuilders annually report to both the UK Government and their shareholders, organizations in the UK housebuilding sector face challenges in reconciling different learning processes.",Resolving learning paradoxes within a UK new-build housebuilder,解决英国新建房屋建筑商中的学习悖论,新英国住宅的建造质量受到施工过程中的低质量管理实践的负面影响。通过实施严格的质量管理（QM）标准，房屋建筑商可以改善建造质量，但在整个组织内实施这些变革依赖于建筑商员工、设计师和分包商学习新的工作实践。本文探讨了在建筑商实施新QM程序时出现的紧张关系。进行了一个纵向的定性案例研究，研究者与三家地区办公室的建筑商员工进行了两年间的接触。研究方法包括参与观察、半结构化访谈和组织文件审查。研究结果突显了在房屋建筑过程中不同阶段所产生的几个学习悖论，并展示了参与者如何通过日常实践管理（或应对）这些悖论。这包括简化和应用、即兴创作和解决问题以及聚合和分析的过程。尽管这些非此即彼的方法使员工能够解决因不同组织过程而产生的直接紧张，但它们往往未能满足长期学习目标，从而随着时间的推移对建造质量产生不利影响。如果没有对规模住宅建筑商年报给英国政府和股东的方式进行结构性改变，英国住宅建筑行业的组织在调和不同学习过程中将面临挑战。,Morland和Breslin（2024）通过纵向定性案例研究，考察了三家地区房屋建筑商在实施质量管理标准过程中面临的紧张关系。研究发现，尽管新工作实践能改善房屋建设质量，但现有的学习方法未能满足长期学习目标，从而影响了建筑质量。
https://doi.org/10.1080/13602381.2022.2143234,30,4,733-763,https://doi.org/10.1080/13602381.2022.2143234,2024,ASIA PACIFIC BUSINESS REVIEW,"Hong, Jacky; Zhao, Xi; Snell, Robin","Until recently, studies of sensemaking typically focused on seasoned practitioners, and there is limited understanding about how sensemaking takes place in start-ups that are run by novice entrepreneurs. Drawing on a case study of a biotechnology firm in China, we investigate how three novice entrepreneurs were able to transcend liabilities of newness and smallness by drawing on guidance from internal and external stakeholders. We develop a grounded model of entrepreneurial sensemaking through three distinctive phases of collective improvisation, collaborative selection, and iterative refinements.",Making sense out of almost nothing: entrepreneurial sensemaking and innovation in a Chinese biotechnology startup,从几乎无物中寻找意义：一家中国生物技术初创企业的创业意义建构与创新,直到最近，关于意义构建的研究通常集中在经验丰富的从业者身上，而对新手企业家管理的初创企业中意义构建过程的理解有限。通过对中国一家生物技术公司的案例研究，我们调查了三位新手企业家如何通过依赖内部和外部利益相关者的指导，克服新颖性和规模小带来的劣势。我们通过三个独特阶段——集体即兴创作、协作选择和迭代完善——发展了一种以实践为基础的创业意义构建模型。,Hong等（2024）通过对中国一家生物技术公司的案例研究，探讨了三位新手创业者如何借助内部和外部利益相关者的指导，克服新兴和规模小的劣势，提出了一个包含集体即兴、协同选择和迭代完善三阶段的创业意义构建模型。
https://doi.org/10.17549/gbfr.2024.29.5.133,29,5,133-145,https://doi.org/10.17549/gbfr.2024.29.5.133,2024,Global Business and Finance Review,"Eni, Yuli; Ichsan, Mohammad; Syamil, Ahmad; Trigunarsyah, Bambang","Purpose: This paper aims to explore how project team members' resilience differs based on industry type, project budget, company type, and gender.Design/methodology/approach: Using the conservation of resources theory, this study focuses on exploring the insight of the gathered data from the perspective of descriptive statistics. To achieve this objective, a descriptive analysis was conducted using purposive sampling and snowball techniques, gathering data from 349 respondents. The collected data was analyzed using IBM SPSS software version 25.Findings: The study's results indicate that male respondents are dominant, primarily working in the construction industry, while female respondents tend to work in other industry sectors. Moreover, male respondents exhibited higher resilience scores, but no significant difference in resilience was observed based on gender. However, resil-ience levels varied according to the industry sector. Respondents from industries other than the construction sector tended to display higher resilience.Research limitations/implications: Considering that the study finds only minor variations, businesses in the same industrial sector might think about implementing a practice benchmark. Examining businesses outside of these im-portant industries, however, may provide difficulties. Subsequent data-gathering endeavors may be broadened to encompass more industry sectors and subsequently scrutinized via case studies utilizing smaller samples from certain sectors.Originality/value: This study reveals that it is important to further expand and investigate these insights. Resources for team resilience, such as team confidence, a roadmap for teamwork, the ability to improvise as a team, and psychological safety for the team, can be added to future research. Furthermore, it is crucial to do quantitative research to look at how these elements show up in various industry sectors.",Team resilience in multiple project environments: What characteristics should be explored?,多项目环境中的团队韧性：应探索哪些特征？,目的：本文旨在探讨项目团队成员的韧性如何根据行业类型、项目预算、公司类型和性别而异。设计/方法论：本研究基于资源保护理论，侧重于从描述性统计的角度探索收集数据的见解。为实现这一目标，采用目的性抽样和滚雪球技术进行描述性分析，共收集到349名受访者的数据。收集的数据使用IBM SPSS软件版本25进行分析。发现：研究结果表明，男性受访者占主导，主要在建筑行业工作，而女性受访者则倾向于在其他行业部门工作。此外，男性受访者展示了更高的韧性得分，但没有发现性别在韧性方面的显著差异。然而，韧性水平在行业部门之间存在差异。来自建筑行业以外的受访者倾向于表现出更高的韧性。研究局限性/意义：考虑到该研究仅发现微小的变异，同一行业部门的企业可能考虑实施实践基准。然而，研究重要行业以外的企业可能会面临挑战。后续数据收集工作可以扩大到更多行业部门，并通过对某些部门的小样本进行案例研究加以审查。原创性/价值：本研究表明，进一步扩展和调查这些见解是重要的。团队韧性的资源，例如团队信心、团队合作的路线图、团队即兴发挥的能力和团队的心理安全，可以加入未来的研究。此外，进行定量研究以了解这些元素在各行业部门中的表现也至关重要。,Eni等（2024）基于349名受访者的数据，运用资源保护理论，采用描述性统计分析方法研究项目团队成员在行业类型、项目预算、公司类型和性别上的韧性差异，发现男性受访者主导于建筑行业，并表现出更高的韧性，而其他行业的受访者韧性水平较高。
https://doi.org/10.1109/ACCESS.2024.3493013,12,,165736-165755,https://doi.org/10.1109/ACCESS.2024.3493013,2024,IEEE ACCESS,"Kuru, Kaya; Sujit, Aadithya; Ansell, Darren; Pinder, John Michael; Jones, David; Watkinson, Benjamin Jon; Hamila, Ridha; Tinker-Mill, Claire","Detecting and clearing legacy landmines, Improvised Explosive Devices (IED), and Unexploded Ordnances (UXO) using a force made up of humans or animals is extremely risky, labour- and time-intensive. It is crucial to quickly map millions of buried landmines/IDE/UXO, and remove them at a reasonable cost to minimise potential risks and make this labour-intensive task easier. Using unmanned vehicles and robots outfitted with various remote sensing modalities appears to be the ideal way to carry out this task in a non-invasive manner while employing a geophysical investigative method. In this study, a small-scale customised drone - the so-called Maggy - was developed to simplify and automate the procedures of cleaning explosive devices. It was instrumented with innovative intelligent automated techniques and magnetometer sensor technologies. Maggy's performance was assessed in field tests conducted in Latvia and the United Kingdom. The outcomes, obtained in the open-air minefields and the benchmark assessments, verify the viability of the technologies, methods, and approaches integrated into Maggy for the efficient and economical detection of legacy landmines and IDE/UXO. This research provides the related research community with fundamental design and implementation parameters (e.g. flight speed, flight altitude) in building and using magnetometer-integrated Unmanned Aerial Systems (UAS). The improved versions of the developed easy-to-use compact technology are aimed to be deployed by humanitarian demining teams to expedite their clearing operations safely and efficiently.","Intelligent, Automated, Rapid, and Safe Landmine, Improvised Explosive Device and Unexploded Ordnance Detection Using Maggy",智能自动化快速安全的地雷、简易爆炸装置及未爆炸弹药检测系统Maggy,检测和清除遗留地雷、简易爆炸装置（IED）和未爆炸弹药（UXO）采用人力或动物力量进行的方式风险极高，劳动强度大且耗时。快速绘制埋藏的数百万个地雷/IED/UXO的地图，并以合理的成本将其移除，以最小化潜在风险并简化这一劳动密集型任务至关重要。使用无人驾驶车辆和配备各种遥感方式的机器人似乎是以非侵入的方式执行此任务的理想方法，同时采用地球物理调查方法。本研究开发了一种小型定制无人机——所谓的Maggy，以简化和自动化清理爆炸装置的程序。该无人机配备了创新的智能自动技术和磁力计传感器技术。Maggy的性能在拉脱维亚和英国进行的实地测试中进行了评估。在露天矿区和基准评估中获得的结果验证了集成在Maggy中的技术、方法和手段的可行性，能够高效且经济地检测遗留地雷和IED/UXO。本研究为相关研究社区提供了构建和使用磁力计集成的无人机系统（UAS）的基本设计和实施参数（例如，飞行速度、飞行高度）。改进版的易于使用的紧凑技术旨在被人道主义扫雷团队部署，以安全高效地加快其清除作业。,Kuru等（2024）开发了一种名为Maggy的小型无人机，通过集成智能自动化技术和磁力传感器，在拉脱维亚和英国的实地测试中验证了其高效经济地检测遗留地雷和未爆炸物的能力，为人道主义排雷团队提供了设计和实施参数，以加快清理操作。
,,,667-677,,2024,"CONSTRUCTION RESEARCH CONGRESS 2024: HEALTH AND SAFETY, WORKFORCE, AND EDUCATION","Shehab, Lynn; Hamzeh, Farook","Cognitive and physiological abilities are essential in construction projects, which involve a complex and dynamic array of tasks and decisions. Cognitive abilities, such as problem-solving, decision-making, and critical thinking, are used to identify potential issues and develop innovative solutions, while physiological abilities, such as physical strength, endurance, and dexterity, are necessary for performing heavy and critical physical tasks. Both abilities are essential for communicating effectively within the team, adapting to unexpected changes, adjusting the plan as necessary, and implementing required changes. While several studies have explored cognitive and physiological abilities generally, this paper aims to conceptualize the relationship between cognition and physiology in construction to bridge construction workers' psychology and physiology through a conceptual approach. After defining cognitive and physiological abilities, links among them are drawn, and their value for different social and personal skills in construction, such as collaboration and improvisation, is explored.",Bridging Construction Workers' Minds and Bodies: A Conceptual Approach,架起建筑工人思想与身体的桥梁：一种概念方法,认知和生理能力在建筑项目中至关重要，这些项目涉及复杂多变的任务和决策。认知能力，如解决问题、决策和批判性思维，用于识别潜在问题并开发创新解决方案，而生理能力，如体力、耐力和灵巧性，则必不可少，用于执行重要的体力任务。这两种能力对于在团队内部有效沟通、适应意外变化、根据需要调整计划和实施必要的变更都是必需的。虽然已有多项研究探讨了认知和生理能力的一般性，但本文旨在概念化建筑领域中认知与生理之间的关系，以通过概念性方法架起建筑工人在心理和生理之间的桥梁。在定义认知和生理能力后，本文绘制了它们之间的联系，并探讨了它们在建筑领域中对合作和即兴发挥等不同社交和个人技能的价值。,Shehab和Hamzeh（2024）探讨了建筑项目中认知和生理能力的关系，通过概念化方法分析两者在解决问题、决策和团队沟通中的重要性，强调它们在提高合作和即兴应变技能方面的价值。
https://doi.org/10.1109/TRO.2024.3486408,40,,4650-4669,https://doi.org/10.1109/TRO.2024.3486408,2024,IEEE TRANSACTIONS ON ROBOTICS,"Wang, Huijiang; Zhang, Xiaoping; Iida, Fumiya","Recent advances in machine learning have paved the way for the development of musical and entertainment robots. However, human-robot cooperative instrument playing remains a challenge, particularly due to the intricate motor coordination and temporal synchronization. In this article, we propose a theoretical framework for human-robot cooperative piano playing based on nonverbal cues. First, we present a music improvisation model that employs a recurrent neural network (RNN) to predict appropriate chord progressions based on the human's melodic input. Second, we propose a behavior-adaptive controller to facilitate seamless temporal synchronization, allowing the cobot to generate harmonious acoustics. The collaboration takes into account the bidirectional information flow between the human and robot. We have developed an entropy-based system to assess the quality of cooperation by analyzing the impact of different communication modalities during human-robot collaboration. Experiments demonstrate that our RNN-based improvisation can achieve a 93% accuracy rate. Meanwhile, with the MPC adaptive controller, the robot could respond to the human teammate in homophony performances with real-time accompaniment. Our designed framework has been validated to be effective in allowing humans and robots to work collaboratively in the artistic piano-playing task.",Human-Robot Cooperative Piano Playing With Learning-Based Real-Time Music Accompaniment,基于学习的实时音乐伴奏的人机合作钢琴演奏,最近，机器学习的进展为音乐和娱乐机器人开发铺平了道路。然而，人机协作演奏乐器仍然是一个挑战，特别是在复杂的运动协调和时间同步方面。本文提出了一种基于非语言线索的人机协作钢琴演奏的理论框架。首先，我们提出了一种音乐即兴创作模型，利用递归神经网络（RNN）根据人类的旋律输入预测适当的和弦进行。其次，我们提出了一种行为自适应控制器，以促进无缝的时间同步，使协作机器人能够产生和谐美妙的音响。该合作考虑了人类与机器人之间双向信息流的交互。我们开发了一种基于熵的系统，通过分析人机协作中不同通信方式的影响来评估合作质量。实验表明，我们基于RNN的即兴创作可以达到93%的准确率。同时，使用MPC自适应控制器，机器人能够在同声演奏中实时响应人类队友的伴奏。我们设计的框架已被验证在艺术钢琴演奏任务中有效支持人类与机器人协作。,王辉江、张晓平和饭田文也（2024）提出了一种基于非语言线索的人机协作钢琴演奏理论框架。研究采用递归神经网络（RNN）进行音乐即兴创作，并通过行为自适应控制器实现时序同步，实验显示RNN模型达到93%准确率，有效促进人机艺术合作。
https://doi.org/10.1080/00140139.2023.2216407,67,2,168-181,https://doi.org/10.1080/00140139.2023.2216407,2024,ERGONOMICS,"Shafie, Imrul Kayes; Das, Ripon Chandra; Hamim, Omar Faruqe; Hoque, Shamsul; McIlroy, Rich C.; Plant, Katherine L.; Stanton, Neville A.","Road collision types repeat themselves, especially in low- and middle-income countries (LMICs), where countermeasures are often improvised and implemented with little planning. At the Shahbag intersection in Dhaka, Bangladesh, speed bumps were quickly constructed at the exit of the intersection as an improvised road safety measure following the occurrence of a fatal collision, which eventually contributed to another collision between a truck and a car. The events influencing the improvisation decision, and that action's consequences, have been analysed using the Impromap methodology, a variation of the Accimap approach that focusses specifically on improvisation. The applicability of the Impromap as a systems-based approach to the road safety domain is assessed using the predictions described in Rasmussen's risk management framework, and corresponding countermeasures are proposed. The analysis shows that improvisation in the road safety domain is undesirable irrespective of the economic setting as it is likely to eventually contribute to secondary collisions.Practitioner summary: In this paper, the events influencing the improvisation decision following a road crash, and that action's consequences, have been analysed using the Impromap methodology. The applicability of Impromap as a systems-based approach in road safety domain is assessed using the Rasmussen's risk management framework-based predictions, and corresponding countermeasures are proposed.",Exploring improvisations in road safety in a low-income setting,在低收入环境中探索道路安全的即兴措施,道路碰撞类型往往重现，尤其是在低中收入国家（LMICs），在这些国家中，对策常常是临时采取且实施规划不足。在孟加拉国达卡的Shahbag交叉口，为了应对一起致命碰撞的发生，快速修建了减速带作为临时的道路安全措施，但这最终导致了另一场卡车与轿车之间的碰撞。影响临时决策的事件及其后果使用Impromap方法进行了分析，这是一种专注于即兴处理的Accimap变体。使用Rasmussen的风险管理框架中的预测来评估Impromap作为基于系统的道路安全领域方法的适用性，并提出相应的对策。分析结果表明，在道路安全领域，即兴处理是不可取的，无论经济环境如何，因为这很可能最终导致次级碰撞。实践总结：本文使用Impromap方法分析了在道路碰撞发生后影响即兴决策的事件及该行为的后果。通过Rasmussen风险管理框架基于的预测评估Impromap作为道路安全领域的基于系统的方法的适用性，并提出相应的对策。,Shafie等（2024）在孟加拉国达卡的Shahbag交叉口，通过应用Impromap方法分析了道路安全即兴决策的事件和后果，结果显示这种即兴措施可能导致二次碰撞，并提出相应的应对措施，强调即兴在道路安全中是不理想的。
